Failure_ID,Device_Type,Brand,Model_Name,Usage_Duration,Failure_Type,Warranty_Status,Repair_Cost,Customer_Rating,Comments
FAIL08507,Laptop,Lenovo,Model-505,,Battery Issue,Yes,,,nan
FAIL08508,Tablet,Apple,Model-801,48.0,Screen Crack,Yes,3425.32,4.6,Perfect repair
FAIL08509,Smartwatch,Sony,Model-711,59.0,Overheating,Yes,1028.94,4.7,Very bad service
FAIL08510,Smartphone,Lenovo,Model-391,31.0,Battery Issue,No,4549.83,3.2,Perfect repair
FAIL08511,Tablet,Lenovo,Model-454,41.0,Screen Crack,Yes,869.68,2.0,Perfect repair
FAIL08512,Tablet,HP,Model-337,11.0,Overheating,Yes,2676.88,2.3,Not satisfied
FAIL08513,Smartphone,Apple,Model-499,12.0,Battery Issue,No,3229.87,3.4,Fixed quickly
FAIL08514,Tablet,Lenovo,Model-290,10.0,Software Crash,No,1873.09,3.9,Perfect repair
FAIL08515,Gaming Console,Samsung,Model-361,49.0,Speaker Malfunction,No,4006.58,3.6,Fixed quickly
FAIL08516,Tablet,HP,Model-249,59.0,Speaker Malfunction,Yes,758.92,1.7,Very bad service
FAIL08517,Laptop,Sony,Model-234,56.0,Battery Issue,Yes,2679.01,4.6,Very bad service
FAIL08518,Gaming Console,Sony,Model-947,20.0,Screen Crack,Yes,1757.66,3.5,Had to replace
FAIL08519,Smartwatch,Sony,Model-789,59.0,Screen Crack,Yes,152.96,4.5,Very bad service
FAIL08520,Tablet,Dell,Model-779,,Overheating,No,,,Had to replace
FAIL08521,Smartphone,OnePlus,Model-753,49.0,Battery Issue,Yes,2059.35,2.6,Perfect repair
FAIL08522,Gaming Console,Dell,Model-556,25.0,Battery Issue,No,982.17,1.3,Very bad service
FAIL08523,Tablet,Samsung,Model-599,59.0,Screen Crack,No,1962.05,2.2,Very bad service
FAIL08524,Laptop,Samsung,Model-563,28.0,Speaker Malfunction,Yes,922.3,1.8,Very bad service
FAIL08525,Tablet,OnePlus,Model-408,33.0,Battery Issue,No,2261.03,4.8,Not satisfied
FAIL08526,Tablet,HP,Model-747,31.0,Battery Issue,Yes,2172.58,2.6,Very bad service
FAIL08527,Gaming Console,Samsung,Model-845,9.0,Software Crash,Yes,3108.16,4.6,Fixed quickly
,Laptop,HP,Model-446,53.0,Overheating,Yes,1452.13,2.3,Had to replace
FAIL08529,Tablet,Lenovo,Model-215,17.0,Overheating,Yes,1071.65,1.5,Perfect repair
FAIL08530,Gaming Console,Apple,Model-945,12.0,Software Crash,No,3601.34,4.2,Not satisfied
FAIL08531,Smartphone,Dell,Model-926,35.0,Screen Crack,No,3950.92,2.9,Very bad service
FAIL08532,Tablet,Lenovo,Model-971,31.0,Screen Crack,Yes,351.47,4.4,Had to replace
FAIL08533,Smartwatch,Sony,Model-683,19.0,Overheating,Yes,2660.22,3.3,nan
,Smartphone,HP,Model-554,1.0,Battery Issue,Yes,2452.11,1.4,Not satisfied
FAIL08535,Tablet,Samsung,Model-290,47.0,Battery Issue,Yes,2246.47,1.1,nan
FAIL08536,Smartphone,Apple,Model-434,12.0,Screen Crack,Yes,211.63,1.6,Perfect repair
FAIL08537,Smartwatch,Samsung,Model-826,28.0,Screen Crack,No,2758.86,2.3,nan
FAIL08538,Smartphone,Sony,Model-448,44.0,Software Crash,Yes,3228.62,2.6,nan
FAIL08539,Tablet,Apple,Model-574,44.0,Speaker Malfunction,Yes,4122.0,4.5,nan
FAIL08540,Smartwatch,Samsung,Model-593,59.0,Overheating,No,3905.0,4.5,Very bad service
,Laptop,HP,Model-494,,Software Crash,Yes,,,Not satisfied
FAIL08542,Gaming Console,Lenovo,Model-684,3.0,Overheating,No,4668.45,3.6,Had to replace
FAIL08543,Gaming Console,Samsung,Model-773,15.0,Speaker Malfunction,Yes,495.17,1.5,Very bad service
FAIL08544,Tablet,Dell,Model-260,6.0,Speaker Malfunction,Yes,2798.18,4.8,nan
FAIL08545,Gaming Console,OnePlus,Model-205,27.0,Software Crash,Yes,1190.84,2.4,Perfect repair
FAIL08546,Gaming Console,OnePlus,Model-512,57.0,Battery Issue,Yes,3441.72,3.6,Not satisfied
,Tablet,OnePlus,Model-689,59.0,Screen Crack,No,4085.42,3.2,Had to replace
FAIL08548,Tablet,Dell,Model-477,3.0,Screen Crack,Yes,4086.83,4.1,Had to replace
FAIL08549,Smartphone,Apple,Model-578,8.0,Speaker Malfunction,No,1408.85,5.0,Not satisfied
FAIL08550,Gaming Console,Dell,Model-151,50.0,Battery Issue,Yes,2101.83,2.7,Had to replace
FAIL08551,Smartphone,Samsung,Model-800,9.0,Battery Issue,No,1871.92,2.2,Perfect repair
FAIL08552,Gaming Console,Sony,Model-350,37.0,Speaker Malfunction,Yes,546.69,1.4,Not satisfied
FAIL08553,Gaming Console,Dell,Model-585,57.0,Screen Crack,No,4016.92,4.2,Fixed quickly
FAIL08554,Laptop,HP,Model-982,23.0,Overheating,No,1798.52,2.2,Perfect repair
FAIL08555,Gaming Console,Samsung,Model-650,57.0,Speaker Malfunction,Yes,2156.65,2.8,Had to replace
FAIL08556,Tablet,OnePlus,Model-720,50.0,Battery Issue,No,3430.81,4.8,Perfect repair
FAIL08557,Gaming Console,Dell,Model-162,18.0,Software Crash,Yes,3172.96,4.8,Fixed quickly
FAIL08558,Smartwatch,Lenovo,Model-867,,Speaker Malfunction,Yes,,,Very bad service
FAIL08559,Laptop,Apple,Model-190,16.0,Screen Crack,No,2258.2,1.4,Not satisfied
FAIL08560,Smartphone,OnePlus,Model-302,40.0,Speaker Malfunction,Yes,4455.38,2.8,Not satisfied
FAIL08561,Gaming Console,Sony,Model-646,,Software Crash,No,,,Fixed quickly
FAIL08562,Gaming Console,Sony,Model-117,7.0,Screen Crack,Yes,1828.15,3.0,Fixed quickly
FAIL08563,Smartphone,Sony,Model-682,11.0,Overheating,No,902.49,4.9,nan
FAIL08564,Laptop,Sony,Model-374,,Battery Issue,No,,,nan
FAIL08565,Smartphone,HP,Model-269,5.0,Battery Issue,Yes,1995.64,3.4,Very bad service
FAIL08566,Gaming Console,Dell,Model-350,47.0,Battery Issue,Yes,2125.65,1.8,Had to replace
FAIL08567,Smartphone,Sony,Model-959,13.0,Speaker Malfunction,No,4814.84,4.2,Had to replace
FAIL08568,Smartphone,HP,Model-874,32.0,Battery Issue,No,4296.19,4.7,Fixed quickly
FAIL08569,Gaming Console,HP,Model-229,42.0,Overheating,No,4875.09,1.2,Had to replace
FAIL08570,Laptop,Sony,Model-529,19.0,Speaker Malfunction,No,2923.75,2.7,Perfect repair
FAIL08571,Tablet,Lenovo,Model-643,1.0,Overheating,Yes,279.81,1.2,nan
FAIL08572,Laptop,Sony,Model-321,57.0,Screen Crack,No,1751.78,1.3,nan
FAIL08573,Tablet,HP,Model-934,8.0,Overheating,No,4316.35,2.5,Not satisfied
FAIL08574,Gaming Console,HP,Model-940,17.0,Battery Issue,Yes,2733.09,3.3,Perfect repair
FAIL08575,Gaming Console,Apple,Model-919,5.0,Software Crash,Yes,3139.45,4.4,Had to replace
FAIL08576,Tablet,HP,Model-353,58.0,Overheating,No,3122.64,4.8,Had to replace
FAIL08577,Gaming Console,OnePlus,Model-882,12.0,Speaker Malfunction,Yes,4871.43,2.1,Had to replace
FAIL08578,Gaming Console,Apple,Model-297,41.0,Overheating,Yes,2718.38,1.9,Had to replace
FAIL08579,Tablet,Lenovo,Model-591,40.0,Overheating,No,3530.68,1.6,Very bad service
FAIL08580,Smartphone,Samsung,Model-828,27.0,Overheating,Yes,576.39,1.1,Perfect repair
FAIL08581,Laptop,Samsung,Model-337,5.0,Overheating,Yes,2287.84,3.1,Fixed quickly
FAIL08582,Laptop,Apple,Model-787,18.0,Software Crash,No,4465.29,3.1,Not satisfied
FAIL08583,Smartwatch,Samsung,Model-523,,Software Crash,No,,,Perfect repair
FAIL08584,Gaming Console,HP,Model-159,46.0,Speaker Malfunction,No,2412.25,1.1,Fixed quickly
FAIL08585,Smartphone,OnePlus,Model-589,6.0,Battery Issue,Yes,3701.78,2.5,Not satisfied
FAIL08586,Smartphone,HP,Model-615,41.0,Software Crash,No,712.75,1.3,Had to replace
,Gaming Console,Sony,Model-760,59.0,Screen Crack,Yes,4043.6,1.2,Fixed quickly
FAIL08588,Laptop,Dell,Model-678,7.0,Overheating,No,4046.19,3.0,Perfect repair
FAIL08589,Smartwatch,Sony,Model-543,,Overheating,Yes,,,Not satisfied
FAIL08590,Smartwatch,Sony,Model-806,46.0,Speaker Malfunction,No,2785.67,3.7,Very bad service
FAIL08591,Smartwatch,Dell,Model-138,,Software Crash,Yes,,,Fixed quickly
FAIL08592,Tablet,Apple,Model-355,34.0,Screen Crack,No,4070.82,3.6,Fixed quickly
FAIL08593,Tablet,HP,Model-678,,Overheating,Yes,,,Had to replace
FAIL08594,Gaming Console,Dell,Model-381,27.0,Battery Issue,Yes,4824.6,1.3,Not satisfied
FAIL08595,Smartwatch,Lenovo,Model-557,3.0,Screen Crack,No,3250.74,2.5,nan
FAIL08596,Smartphone,HP,Model-471,,Overheating,Yes,,,nan
FAIL08597,Tablet,OnePlus,Model-424,,Overheating,No,,,Fixed quickly
FAIL08598,Tablet,Apple,Model-413,36.0,Speaker Malfunction,Yes,3197.48,3.0,Very bad service
FAIL08599,Gaming Console,Samsung,Model-881,34.0,Battery Issue,No,4989.19,2.4,Not satisfied
FAIL08600,Tablet,Sony,Model-365,26.0,Speaker Malfunction,No,539.0,4.2,Perfect repair
,Gaming Console,Sony,Model-236,,Speaker Malfunction,No,,,Perfect repair
FAIL08602,Smartphone,HP,Model-841,34.0,Software Crash,Yes,3415.57,2.6,Very bad service
FAIL08603,Gaming Console,Dell,Model-742,40.0,Screen Crack,Yes,3143.45,2.7,Not satisfied
FAIL08604,Smartwatch,Samsung,Model-814,,Software Crash,No,,,Had to replace
FAIL08605,Tablet,Lenovo,Model-550,33.0,Battery Issue,No,4326.16,2.0,Very bad service
FAIL08606,Laptop,HP,Model-201,,Speaker Malfunction,No,,,nan
FAIL08607,Gaming Console,OnePlus,Model-275,30.0,Software Crash,No,1569.45,4.4,nan
FAIL08608,Smartphone,Lenovo,Model-905,,Battery Issue,Yes,,,Very bad service
FAIL08609,Smartwatch,Sony,Model-906,55.0,Screen Crack,Yes,1002.91,1.2,nan
FAIL08610,Gaming Console,HP,Model-524,6.0,Battery Issue,No,601.7,4.6,Not satisfied
FAIL08611,Smartwatch,HP,Model-654,27.0,Software Crash,No,3502.11,3.5,Fixed quickly
FAIL08612,Smartphone,Sony,Model-976,12.0,Overheating,Yes,2179.13,2.0,Very bad service
FAIL08613,Smartwatch,Samsung,Model-166,30.0,Overheating,No,3788.54,3.8,Perfect repair
FAIL08614,Smartphone,HP,Model-361,32.0,Screen Crack,Yes,483.2,2.1,Had to replace
FAIL08615,Tablet,Lenovo,Model-913,41.0,Screen Crack,No,4959.31,2.6,nan
FAIL08616,Smartwatch,Dell,Model-177,,Battery Issue,Yes,,,Perfect repair
FAIL08617,Laptop,Dell,Model-115,24.0,Screen Crack,No,4472.38,4.0,Perfect repair
,Laptop,Apple,Model-764,28.0,Speaker Malfunction,No,2456.9,1.4,Very bad service
FAIL08619,Laptop,Apple,Model-399,,Speaker Malfunction,Yes,,,Had to replace
FAIL08620,Gaming Console,Apple,Model-221,42.0,Speaker Malfunction,Yes,1676.67,4.6,Perfect repair
FAIL08621,Tablet,OnePlus,Model-483,42.0,Speaker Malfunction,No,4499.58,4.5,Fixed quickly
FAIL08622,Tablet,Dell,Model-340,58.0,Screen Crack,No,3533.29,4.9,Had to replace
FAIL08623,Smartphone,Samsung,Model-126,22.0,Screen Crack,Yes,1038.2,1.1,Not satisfied
FAIL08624,Smartphone,HP,Model-921,17.0,Battery Issue,No,1819.7,1.5,Very bad service
FAIL08625,Gaming Console,Dell,Model-155,14.0,Overheating,Yes,260.95,4.9,Perfect repair
FAIL08626,Smartwatch,Apple,Model-200,51.0,Overheating,No,3243.75,2.2,Fixed quickly
FAIL08627,Gaming Console,Apple,Model-798,,Battery Issue,No,,,nan
FAIL08628,Laptop,OnePlus,Model-310,15.0,Screen Crack,Yes,368.1,4.8,Had to replace
FAIL08629,Tablet,HP,Model-984,15.0,Screen Crack,No,4140.51,4.3,nan
,Smartphone,Apple,Model-947,8.0,Battery Issue,Yes,2218.03,2.5,nan
FAIL08631,Smartphone,Lenovo,Model-449,58.0,Screen Crack,No,3761.93,3.5,nan
FAIL08632,Tablet,Sony,Model-683,,Software Crash,No,,,Very bad service
FAIL08633,Laptop,Samsung,Model-193,1.0,Screen Crack,Yes,2404.11,2.2,Very bad service
FAIL08634,Laptop,Sony,Model-539,1.0,Screen Crack,Yes,612.32,4.0,Fixed quickly
FAIL08635,Laptop,Dell,Model-875,17.0,Battery Issue,Yes,3184.34,4.9,Fixed quickly
FAIL08636,Tablet,HP,Model-600,37.0,Overheating,No,2827.69,2.8,Fixed quickly
FAIL08637,Gaming Console,Samsung,Model-712,13.0,Screen Crack,No,4942.35,3.2,Not satisfied
FAIL08638,Laptop,Lenovo,Model-896,55.0,Software Crash,No,2955.35,2.7,nan
FAIL08639,Gaming Console,OnePlus,Model-853,14.0,Software Crash,No,2757.53,4.9,Very bad service
FAIL08640,Smartwatch,Samsung,Model-839,52.0,Software Crash,Yes,4710.39,3.9,Not satisfied
FAIL08641,Smartphone,Sony,Model-967,16.0,Software Crash,No,2449.41,3.0,Perfect repair
FAIL08642,Gaming Console,Lenovo,Model-586,47.0,Speaker Malfunction,No,1071.15,4.0,Not satisfied
FAIL08643,Smartwatch,Lenovo,Model-239,41.0,Overheating,No,2025.72,1.6,Perfect repair
FAIL08644,Tablet,Apple,Model-880,22.0,Speaker Malfunction,Yes,1525.02,1.1,Not satisfied
FAIL08645,Smartwatch,Lenovo,Model-239,53.0,Battery Issue,No,2585.98,3.0,nan
FAIL08646,Smartwatch,Lenovo,Model-561,21.0,Screen Crack,Yes,4426.01,3.8,Not satisfied
FAIL08647,Smartphone,Dell,Model-877,38.0,Screen Crack,Yes,139.74,1.4,Fixed quickly
FAIL08648,Smartwatch,Apple,Model-271,50.0,Speaker Malfunction,Yes,2690.95,2.1,Very bad service
FAIL08649,Smartwatch,Samsung,Model-798,35.0,Overheating,Yes,2892.77,4.9,Had to replace
FAIL08650,Smartphone,Lenovo,Model-491,19.0,Overheating,Yes,1479.94,1.7,Fixed quickly
FAIL08651,Tablet,Apple,Model-763,14.0,Overheating,No,2742.56,1.6,nan
FAIL08652,Laptop,Dell,Model-776,25.0,Speaker Malfunction,Yes,4483.45,2.5,Had to replace
FAIL08653,Gaming Console,Samsung,Model-782,52.0,Battery Issue,No,4332.86,5.0,Not satisfied
FAIL08654,Gaming Console,OnePlus,Model-723,14.0,Screen Crack,No,1073.05,2.2,nan
FAIL08655,Smartwatch,Apple,Model-956,47.0,Speaker Malfunction,Yes,2658.66,1.8,nan
FAIL08656,Laptop,HP,Model-363,54.0,Speaker Malfunction,Yes,3684.43,1.7,Fixed quickly
FAIL08657,Laptop,Apple,Model-291,45.0,Overheating,No,4763.79,4.2,Very bad service
FAIL08658,Smartwatch,HP,Model-678,1.0,Speaker Malfunction,No,3778.87,4.3,nan
FAIL08659,Gaming Console,Sony,Model-812,55.0,Speaker Malfunction,Yes,3339.26,3.9,Had to replace
FAIL08660,Gaming Console,Dell,Model-523,38.0,Software Crash,No,1297.23,4.5,Had to replace
FAIL08661,Laptop,HP,Model-173,55.0,Overheating,Yes,2584.05,4.6,Not satisfied
FAIL08662,Laptop,OnePlus,Model-594,58.0,Battery Issue,No,2046.03,4.2,Fixed quickly
FAIL08663,Smartwatch,Lenovo,Model-913,51.0,Screen Crack,No,2078.45,3.6,nan
FAIL08664,Gaming Console,Dell,Model-566,17.0,Battery Issue,Yes,1335.27,4.1,nan
FAIL08665,Gaming Console,Sony,Model-191,53.0,Overheating,Yes,1736.69,4.8,Not satisfied
FAIL08666,Smartwatch,Apple,Model-501,22.0,Battery Issue,No,3746.51,3.9,Had to replace
FAIL08667,Smartwatch,Apple,Model-821,26.0,Speaker Malfunction,Yes,2051.28,4.0,Had to replace
FAIL08668,Tablet,Lenovo,Model-171,4.0,Battery Issue,No,409.18,2.4,Fixed quickly
FAIL08669,Laptop,HP,Model-844,40.0,Software Crash,Yes,343.27,2.9,Not satisfied
FAIL08670,Laptop,Sony,Model-331,,Overheating,Yes,,,Very bad service
FAIL08671,Laptop,Lenovo,Model-235,51.0,Speaker Malfunction,Yes,1198.8,4.5,Perfect repair
FAIL08672,Smartphone,Apple,Model-286,59.0,Battery Issue,Yes,4713.6,1.6,Fixed quickly
FAIL08673,Smartphone,Lenovo,Model-135,40.0,Speaker Malfunction,Yes,2941.94,1.4,nan
,Smartwatch,Samsung,Model-963,47.0,Software Crash,No,4017.73,2.8,Fixed quickly
FAIL08675,Tablet,OnePlus,Model-120,53.0,Speaker Malfunction,No,574.97,1.7,Perfect repair
FAIL08676,Smartphone,Sony,Model-592,,Screen Crack,Yes,,,Fixed quickly
FAIL08677,Laptop,Samsung,Model-358,27.0,Software Crash,No,459.31,4.0,Very bad service
FAIL08678,Tablet,Samsung,Model-699,25.0,Software Crash,No,3200.25,4.4,Very bad service
,Gaming Console,Sony,Model-115,37.0,Overheating,Yes,2936.25,3.6,Very bad service
FAIL08680,Smartwatch,Apple,Model-822,59.0,Overheating,Yes,1985.58,4.2,nan
FAIL08681,Smartphone,Sony,Model-666,11.0,Overheating,No,478.65,1.9,Fixed quickly
FAIL08682,Tablet,Apple,Model-761,4.0,Screen Crack,No,2228.88,4.9,Very bad service
FAIL08683,Smartphone,OnePlus,Model-377,13.0,Speaker Malfunction,Yes,2010.47,3.4,Very bad service
FAIL08684,Smartphone,Dell,Model-724,32.0,Screen Crack,Yes,586.86,2.4,Perfect repair
FAIL08685,Smartwatch,Samsung,Model-610,20.0,Battery Issue,Yes,1825.41,4.9,Perfect repair
FAIL08686,Smartphone,HP,Model-944,17.0,Battery Issue,No,4203.26,1.1,nan
FAIL08687,Smartwatch,Lenovo,Model-495,,Overheating,No,,,Had to replace
,Smartwatch,Sony,Model-555,4.0,Screen Crack,No,1323.46,4.3,Fixed quickly
FAIL08689,Gaming Console,HP,Model-620,22.0,Screen Crack,Yes,1495.46,1.3,Not satisfied
FAIL08690,Laptop,Dell,Model-695,39.0,Overheating,Yes,1498.31,4.2,Very bad service
FAIL08691,Gaming Console,Dell,Model-562,32.0,Battery Issue,Yes,3169.09,3.8,Perfect repair
FAIL08692,Smartphone,OnePlus,Model-635,22.0,Overheating,Yes,1933.59,2.2,Very bad service
FAIL08693,Gaming Console,Samsung,Model-483,11.0,Overheating,Yes,3382.36,1.5,Fixed quickly
FAIL08694,Tablet,HP,Model-659,2.0,Speaker Malfunction,Yes,134.13,4.1,Had to replace
FAIL08695,Gaming Console,Dell,Model-528,25.0,Speaker Malfunction,No,3121.31,4.7,Very bad service
FAIL08696,Gaming Console,Samsung,Model-361,16.0,Overheating,No,1986.7,2.7,Very bad service
FAIL08697,Gaming Console,Sony,Model-731,,Overheating,Yes,,,Had to replace
FAIL08698,Smartwatch,Lenovo,Model-698,37.0,Screen Crack,Yes,4587.81,2.6,Very bad service
FAIL08699,Laptop,OnePlus,Model-459,12.0,Speaker Malfunction,No,4815.76,4.0,Fixed quickly
FAIL08700,Gaming Console,Sony,Model-498,45.0,Speaker Malfunction,No,2799.17,4.4,Not satisfied
FAIL08701,Gaming Console,HP,Model-385,32.0,Software Crash,Yes,966.25,3.4,Not satisfied
FAIL08702,Laptop,Samsung,Model-894,2.0,Overheating,Yes,4639.12,2.9,Not satisfied
FAIL08703,Gaming Console,OnePlus,Model-510,33.0,Software Crash,Yes,2454.01,3.8,nan
FAIL08704,Laptop,Samsung,Model-325,43.0,Overheating,No,1869.77,2.7,Not satisfied
FAIL08705,Gaming Console,Samsung,Model-324,52.0,Speaker Malfunction,Yes,799.6,3.5,nan
FAIL08706,Gaming Console,Apple,Model-216,4.0,Screen Crack,No,4577.13,3.1,Had to replace
FAIL08707,Tablet,Dell,Model-797,57.0,Overheating,No,4831.51,1.7,Not satisfied
FAIL08708,Tablet,Samsung,Model-877,50.0,Overheating,Yes,4821.42,2.6,Perfect repair
FAIL08709,Tablet,Apple,Model-556,49.0,Overheating,Yes,2372.65,2.0,nan
FAIL08710,Smartwatch,OnePlus,Model-683,8.0,Software Crash,Yes,4274.6,2.1,Perfect repair
FAIL08711,Smartphone,Apple,Model-817,28.0,Software Crash,Yes,3542.9,1.1,Not satisfied
FAIL08712,Tablet,Lenovo,Model-602,11.0,Overheating,Yes,2394.16,4.3,Had to replace
FAIL08713,Smartphone,Sony,Model-740,,Screen Crack,No,,,Had to replace
FAIL08714,Laptop,Lenovo,Model-685,34.0,Battery Issue,No,2402.27,4.1,Not satisfied
FAIL08715,Smartphone,OnePlus,Model-615,56.0,Battery Issue,Yes,3955.38,1.7,Perfect repair
FAIL08716,Laptop,Dell,Model-798,,Speaker Malfunction,Yes,,,Not satisfied
FAIL08717,Smartphone,OnePlus,Model-140,45.0,Software Crash,No,3346.58,4.2,Fixed quickly
FAIL08718,Laptop,OnePlus,Model-189,16.0,Screen Crack,Yes,4681.3,1.5,Fixed quickly
,Tablet,OnePlus,Model-497,,Speaker Malfunction,Yes,,,Had to replace
FAIL08720,Tablet,Sony,Model-512,1.0,Overheating,No,1216.62,2.4,Not satisfied
FAIL08721,Tablet,Dell,Model-342,52.0,Overheating,Yes,2866.06,4.7,Not satisfied
FAIL08722,Laptop,Sony,Model-608,10.0,Speaker Malfunction,Yes,2777.98,3.0,Not satisfied
FAIL08723,Smartwatch,OnePlus,Model-300,,Overheating,No,,,Fixed quickly
FAIL08724,Smartphone,Apple,Model-904,13.0,Screen Crack,Yes,3461.15,1.1,Fixed quickly
FAIL08725,Laptop,Samsung,Model-607,53.0,Software Crash,Yes,860.99,1.2,Fixed quickly
FAIL08726,Tablet,Samsung,Model-213,33.0,Software Crash,No,2483.22,1.0,Very bad service
FAIL08727,Smartphone,Dell,Model-983,47.0,Speaker Malfunction,Yes,1308.62,1.1,Perfect repair
FAIL08728,Tablet,Samsung,Model-249,54.0,Speaker Malfunction,No,4901.75,3.2,Not satisfied
FAIL08729,Smartwatch,OnePlus,Model-699,17.0,Software Crash,Yes,1085.37,4.1,Had to replace
FAIL08730,Gaming Console,Sony,Model-326,50.0,Battery Issue,No,4750.12,1.2,Had to replace
FAIL08731,Tablet,Lenovo,Model-220,57.0,Software Crash,Yes,4653.64,2.1,Very bad service
FAIL08732,Gaming Console,Sony,Model-903,40.0,Software Crash,Yes,1845.31,2.8,Fixed quickly
FAIL08733,Smartwatch,HP,Model-322,,Speaker Malfunction,Yes,,,Fixed quickly
FAIL08734,Gaming Console,Lenovo,Model-797,52.0,Overheating,Yes,3678.23,3.7,nan
FAIL08735,Tablet,Lenovo,Model-242,16.0,Software Crash,Yes,871.29,1.3,Not satisfied
FAIL08736,Smartwatch,HP,Model-288,43.0,Speaker Malfunction,Yes,3227.44,4.1,nan
FAIL08737,Smartphone,OnePlus,Model-490,57.0,Software Crash,Yes,1075.68,1.6,Very bad service
FAIL08738,Gaming Console,Samsung,Model-326,16.0,Screen Crack,Yes,206.67,2.7,Fixed quickly
FAIL08739,Gaming Console,Dell,Model-702,51.0,Overheating,Yes,272.58,2.1,Fixed quickly
FAIL08740,Laptop,Apple,Model-207,1.0,Speaker Malfunction,No,3237.57,3.0,Had to replace
FAIL08741,Tablet,Sony,Model-269,21.0,Screen Crack,Yes,4160.78,1.8,Had to replace
FAIL08742,Tablet,HP,Model-837,24.0,Screen Crack,No,4361.07,3.9,Fixed quickly
FAIL08743,Gaming Console,Dell,Model-124,54.0,Speaker Malfunction,No,3134.15,3.5,Perfect repair
FAIL08744,Gaming Console,Apple,Model-988,,Speaker Malfunction,No,,,Had to replace
FAIL08745,Gaming Console,OnePlus,Model-675,20.0,Screen Crack,Yes,2903.2,3.9,Perfect repair
FAIL08746,Tablet,Lenovo,Model-911,42.0,Speaker Malfunction,Yes,3382.19,1.8,Very bad service
FAIL08747,Laptop,Apple,Model-873,49.0,Screen Crack,No,3134.09,3.3,Had to replace
FAIL08748,Gaming Console,OnePlus,Model-103,14.0,Battery Issue,No,1260.42,3.2,Had to replace
FAIL08749,Tablet,Dell,Model-165,1.0,Overheating,No,3094.22,3.6,Fixed quickly
FAIL08750,Tablet,Lenovo,Model-482,22.0,Battery Issue,Yes,2129.92,4.1,nan
FAIL08751,Laptop,Apple,Model-330,53.0,Screen Crack,No,2317.38,4.6,Not satisfied
FAIL08752,Laptop,HP,Model-625,53.0,Speaker Malfunction,Yes,3503.42,1.5,nan
FAIL08753,Laptop,Samsung,Model-902,57.0,Software Crash,No,3317.21,1.5,Very bad service
FAIL08754,Smartphone,Sony,Model-432,7.0,Overheating,Yes,1079.91,1.5,Fixed quickly
FAIL08755,Smartphone,HP,Model-349,37.0,Speaker Malfunction,Yes,106.22,4.6,Not satisfied
FAIL08756,Gaming Console,HP,Model-222,32.0,Speaker Malfunction,Yes,4289.12,2.4,Not satisfied
FAIL08757,Tablet,Sony,Model-832,4.0,Screen Crack,Yes,3527.23,3.7,Had to replace
FAIL08758,Laptop,Samsung,Model-725,16.0,Screen Crack,No,4472.15,2.5,Fixed quickly
FAIL08759,Smartphone,OnePlus,Model-261,52.0,Overheating,Yes,1419.91,2.9,Perfect repair
FAIL08760,Gaming Console,Samsung,Model-253,17.0,Screen Crack,No,4934.82,3.5,Not satisfied
FAIL08761,Tablet,Lenovo,Model-846,30.0,Overheating,Yes,2221.01,2.7,Perfect repair
FAIL08762,Laptop,OnePlus,Model-411,34.0,Software Crash,No,4590.19,1.4,nan
FAIL08763,Smartphone,Apple,Model-445,40.0,Software Crash,Yes,3247.81,3.3,nan
FAIL08764,Smartphone,Apple,Model-551,7.0,Software Crash,Yes,1452.42,4.5,Very bad service
FAIL08765,Tablet,Lenovo,Model-991,20.0,Battery Issue,No,1739.05,3.1,Not satisfied
FAIL08766,Smartphone,Lenovo,Model-347,33.0,Software Crash,No,3205.32,4.6,Fixed quickly
FAIL08767,Tablet,OnePlus,Model-177,36.0,Overheating,No,3429.92,3.3,Perfect repair
FAIL08768,Laptop,Lenovo,Model-978,12.0,Screen Crack,Yes,2798.22,3.7,Perfect repair
FAIL08769,Tablet,Lenovo,Model-302,15.0,Software Crash,Yes,4745.25,2.3,Perfect repair
FAIL08770,Laptop,Apple,Model-486,57.0,Software Crash,No,3304.46,2.7,Had to replace
FAIL08771,Smartwatch,Lenovo,Model-477,15.0,Overheating,Yes,909.09,3.4,nan
FAIL08772,Smartphone,HP,Model-570,,Speaker Malfunction,Yes,,,Had to replace
FAIL08773,Smartwatch,Apple,Model-235,17.0,Speaker Malfunction,No,4154.41,3.9,Fixed quickly
,Tablet,Samsung,Model-957,42.0,Battery Issue,No,1530.84,3.6,Very bad service
FAIL08775,Laptop,OnePlus,Model-561,46.0,Software Crash,No,4886.36,4.8,Not satisfied
FAIL08776,Smartphone,Lenovo,Model-353,,Overheating,No,,,Had to replace
FAIL08777,Gaming Console,Lenovo,Model-744,24.0,Overheating,No,1543.24,4.6,Not satisfied
FAIL08778,Smartphone,Dell,Model-285,41.0,Screen Crack,Yes,4763.15,2.7,nan
FAIL08779,Gaming Console,HP,Model-111,15.0,Overheating,No,396.58,1.7,Very bad service
FAIL08780,Smartphone,HP,Model-354,12.0,Overheating,Yes,2550.51,1.4,Fixed quickly
FAIL08781,Laptop,Dell,Model-294,19.0,Software Crash,Yes,899.6,4.9,Fixed quickly
FAIL08782,Tablet,HP,Model-848,,Overheating,No,,,nan
FAIL08783,Laptop,Dell,Model-193,50.0,Battery Issue,Yes,260.14,5.0,Very bad service
